Index,Name,ActionCategory,ClassJob,BehaviourType,ClassJobLevel,IsRoleAction,Range,PrimaryCost{Type},PrimaryCost{Value},SecondaryCost{Type},SecondaryCost{Value},Action{Combo},PreservesCombo,Cast<100ms>,Recast<100ms>,CooldownGroup,AdditionalCooldownGroup,MaxCharges,AttackType,Aspect,ActionProcStatus,Status{GainSelf},ClassJobCategory,,AffectsPosition,Omen,IsPlayerAction
25302,Hyperdimensional Slash,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25303,Hyperdimensional Slash,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25304,Dimensional Torsion,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25305,Dimensional Purgation,3,-1,0,0,FALSE,0,2,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25306,Empty Dimension,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,360,FALSE
25307,Full Dimension,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
25308,Faith Unmoving,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
25309,Heavensblaze,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25310,Heavensflame,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25311,Heavensflame,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25312,Holy Chain,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25313,Planar Prison,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25314,Spear of the Fury,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,100,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25315,Shockwave,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25316,Pure of Heart,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,355,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25317,Accumulate Ice,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,180,0,0,0,5,2,0,0,0,FALSE,FALSE,0,FALSE
25318,Accumulate Ice,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,10,0,0,0,0,5,2,0,0,0,FALSE,FALSE,206,FALSE
25319,Icethrower,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,100,0,0,0,0,5,2,0,0,0,TRUE,FALSE,181,FALSE
25320,Band of Ice,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,120,0,0,0,5,2,0,0,0,FALSE,FALSE,181,FALSE
25321,,4,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25322,Ground and Pound,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,35,0,0,0,0,3,7,0,0,0,FALSE,FALSE,2,FALSE
25323,Rolling Scrapline,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,3,7,0,0,0,FALSE,FALSE,1,FALSE
25324,Shocking Force,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
25325,Thundercall,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25326,Dynamic Pound,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,3,7,0,0,0,FALSE,FALSE,340,FALSE
25327,Electromagnetic Release,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,95,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
25328,Dynamic Scrapline,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,3,7,0,0,0,FALSE,FALSE,1,FALSE
25329,Electromagnetic Release,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,95,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
25330,Shock,2,-1,0,0,FALSE,0,2,0,0,0,0,FALSE,30,0,0,0,0,5,5,0,0,0,FALSE,FALSE,1,FALSE
25331,Magitek Chakram,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25332,Mighty Blow,3,-1,1,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,1,7,0,0,0,FALSE,FALSE,2,FALSE
25333,Downpour,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25334,Magitek Missile,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25335,Surface Missile,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,35,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
25336,Magitek Explosive,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25337,Explosion,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,5,1,0,0,0,FALSE,FALSE,188,FALSE
25338,Thermal Suppression,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25339,,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25340,Magitek Ray,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,2,FALSE
25341,attack,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25342,Lunar Nail,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25343,Phantom Pain,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,5,7,0,0,0,FALSE,FALSE,2,FALSE
25344,Mega Graviton,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25345,Aetherial Pull,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,80,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25346,Graviton Spark,2,-1,0,0,FALSE,100,2,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25347,Boundless Pain,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,80,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25348,Boundless Pain,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25349,Boundless Pain,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25350,Pater Patriae,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,35,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25351,Erupting Pain,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25352,Erupting Pain,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25353,Imperatum,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25354,Obliviating Claw,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25355,Obliviating Claw,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25356,Obliviating Claw,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,60,0,0,0,0,5,7,0,0,0,FALSE,FALSE,181,FALSE
25357,Charnel Claw,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,60,0,0,0,0,5,7,0,0,0,FALSE,FALSE,182,FALSE
25358,Coffin Scratch,2,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,35,0,0,0,0,5,7,0,0,0,FALSE,FALSE,181,FALSE
25359,Oblivion,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,60,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25360,Generate: Barrier,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25361,Generate: Barrier,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25362,Generate: Barrier,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25363,Generate: Barrier,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25364,Void Systems Overload,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25365,Hyperdimensional Slash,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25366,Brightwinged Flight,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25367,,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25368,Shockwave,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25369,Brightwing,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25370,Skyblind,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,25,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25371,Transmute Blizzard III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,27,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25372,Transmute Thunder III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,27,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25373,Transmute Bio III,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,27,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25374,,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
25375,Pillar Pierce,4,-1,0,0,FALSE,0,2,0,0,0,0,FALSE,50,0,0,0,0,2,7,0,0,0,FALSE,FALSE,2,FALSE
25376,Side Cannons,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,2,7,0,0,0,FALSE,FALSE,107,FALSE
25377,Side Cannons,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,2,7,0,0,0,FALSE,FALSE,107,FALSE
25378,Forward Interceptors,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,55,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25379,Forward Interceptors,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,75,0,0,0,0,5,1,0,0,0,FALSE,FALSE,107,FALSE
25380,Rear Interceptors,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,55,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25381,Rear Interceptors,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,75,0,0,0,0,5,1,0,0,0,FALSE,FALSE,107,FALSE
25382,Guided Missile,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25383,Iron Kiss,3,-1,0,0,FALSE,0,2,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25384,Chemical Missile,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25385,Burn,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25386,Electric Slide,3,-1,60,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
25387,Mustard Bomb,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25388,Shocking Discharge,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,200,0,0,0,5,5,0,0,0,FALSE,FALSE,181,FALSE
25389,Empty Promise,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,200,0,0,0,5,7,0,0,0,FALSE,FALSE,181,FALSE
25390,Wheel,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,50,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
25391,Fireball,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,50,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
25392,Brightflame,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,5,1,0,0,0,FALSE,FALSE,183,FALSE
25393,Chaos Breath,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,5,7,0,0,0,FALSE,FALSE,185,FALSE
25394,Dark Wave,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,200,0,0,0,5,7,0,0,0,FALSE,FALSE,181,FALSE
25395,Feral Peck,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,50,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25396,Reaving Wind,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,5,3,0,0,0,FALSE,FALSE,185,FALSE
25397,Fireball,3,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,30,150,0,0,0,5,1,0,0,0,FALSE,FALSE,181,FALSE
25398,Blazing Trail,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,5,1,0,0,0,FALSE,FALSE,182,FALSE
25399,Rake,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,50,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25400,Engulfing Flames,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,5,1,0,0,0,FALSE,FALSE,185,FALSE
25401,the Serpent's Apple,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,1,7,0,0,0,FALSE,FALSE,185,FALSE
25402,Body Slam,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,200,0,0,0,3,7,0,0,0,FALSE,FALSE,181,FALSE
25403,Adamantine Flames,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,5,1,0,0,0,FALSE,FALSE,184,FALSE
25404,Tortoise Stomp,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,200,0,0,0,3,7,0,0,0,FALSE,FALSE,181,FALSE
25405,Vorpal Blade,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,1,7,0,0,0,FALSE,FALSE,185,FALSE
25406,Damnation Dive,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,2,7,0,0,0,FALSE,FALSE,182,FALSE
25407,,1,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25408,Force of Loathing,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,150,0,0,0,5,7,0,0,0,FALSE,FALSE,185,FALSE
25409,Manaport,2,-1,1,0,FALSE,100,0,0,0,0,0,FALSE,15,0,0,0,0,5,7,0,0,0,FALSE,TRUE,0,FALSE
25410,,2,-1,1,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,TRUE,0,FALSE
25411,Diagnosis,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,15,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25412,Eukrasian Diagnosis,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25413,Prognosis,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25414,Eukrasian Prognosis,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,30,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25415,Holos,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,600,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25416,Panhaima,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,100,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25417,Druochole,4,-1,0,0,FALSE,40,0,0,0,0,0,TRUE,0,200,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25418,Taurochole,4,-1,0,0,FALSE,40,0,0,0,0,0,TRUE,0,450,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25419,Egeiro,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,50,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25420,Eukrasia,2,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,5,58,0,0,0,0,0,0,0,TRUE,FALSE,0,FALSE
25421,Eukrasian Dosis III,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25422,Toxikon II,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25423,Dosis III,2,-1,0,0,FALSE,30,0,0,0,0,0,FALSE,10,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25424,Ancient Spark,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,5,0,0,0,TRUE,FALSE,0,FALSE
25425,Ancient Blizzard III,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,2,0,0,0,TRUE,FALSE,0,FALSE
25426,Ancient Fire III,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,25,58,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
25427,Ancient Fire,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,10,20,58,0,0,5,1,0,0,0,TRUE,FALSE,0,FALSE
25428,Ancient Blizzard,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,10,20,58,0,0,5,2,0,0,0,TRUE,FALSE,0,FALSE
25429,Ancient Thunder,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,10,20,58,0,0,5,5,0,0,0,TRUE,FALSE,0,FALSE
25430,Dark Orb,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,10,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25431,Ancient Tornado,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,25,20,58,0,0,5,3,0,0,0,TRUE,FALSE,0,FALSE
25432,Dark Eruption,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25433,Unholy Darkness,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25434,Ancient Darkness,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25435,Bad Faith,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25436,Anabasis,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,0,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25437,Shadow Spread,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25438,Shadow Stream,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25439,Nether Blast,2,-1,0,0,FALSE,15,0,0,0,0,0,FALSE,0,20,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25440,Polydegmon's Price,3,-1,0,0,FALSE,-1,0,0,0,0,0,FALSE,0,25,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25441,Polydegmon's Purgation,3,-1,0,0,FALSE,-1,0,0,0,0,0,FALSE,0,25,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25442,Aether-eater,3,-1,0,0,FALSE,-1,0,0,0,0,0,FALSE,0,25,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25443,Katabasis,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,3000,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25444,Ravenous Assault,4,-1,1,0,FALSE,20,0,0,0,0,0,TRUE,0,150,0,0,0,1,7,0,0,0,FALSE,TRUE,0,FALSE
25445,Hades's Gates,4,-1,0,0,FALSE,15,0,0,0,0,0,TRUE,0,20,58,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25446,Hellborn Yawp,4,-1,0,0,FALSE,-1,0,0,0,0,0,TRUE,0,20,58,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
25447,Cthonic Flood,4,-1,0,0,FALSE,10,0,0,0,0,0,TRUE,0,20,58,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25448,Cthonic Edge,4,-1,0,0,FALSE,-1,0,0,0,0,0,TRUE,0,20,58,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
25449,Ploutonos,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,1200,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25450,Eubuleus,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,300,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25451,,1,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25452,True Raise,2,-1,0,0,FALSE,40,0,0,0,0,0,FALSE,0,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25453,True Benediction,4,-1,0,0,FALSE,40,0,0,0,0,0,TRUE,0,1800,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25454,Hail of Fire,3,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,25,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25455,Blood Draw,4,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,25,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25456,Luminous Bolt,3,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,25,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25457,Storm of Arrows,4,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25458,Veiled Arrow,4,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25459,Peak Shot,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25460,Lashing Shot,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25461,Megiddo Flame,2,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25462,Serpent Shot,4,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25463,Annihilation,2,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,25,58,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25464,Cascade,3,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25465,Fountain,3,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25466,Reverse Cascade,3,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25467,Fountainfall,3,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25468,Sun Dance,4,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25469,Sun Dance II,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25470,Sun Dance III,4,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25471,Brightsaber Dance,3,-1,0,0,FALSE,25,0,0,0,0,0,TRUE,0,20,58,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
25472,True Bravery,2,-1,0,0,FALSE,30,0,0,0,0,0,TRUE,0,600,0,0,0,5,7,0,0,0,TRUE,FALSE,0,FALSE
25473,Curing Choreia,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,600,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25474,Crimson Heart,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,1000,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25475,Azure Heart,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,1000,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
25476,Verdant Heart,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,1000,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
