Index,Job,Name,Description,Cast,Cooldown
39215,PCT,Advent of Chocobastion,"Render a fat chocobo, knocking back all enemies within range 10 yalms.
Additional Effect: Creates a Chocobastion at your feet, reducing damage taken by 25% while increasing HP recovered by healing actions by 25% for self and all party members within the area
Duration: 15s
Additional Effect: Grants Starstruck
Duration: 15s
Can only be executed when the limit gauge is full.
Gauge Charge Time: 105s

※Advent of Chocobastion changes to Star Prism while Chocobastion is active.",0.0,10.0
39216,PCT,Star Prism,"Deals unaspected damage with a potency of 12,000 to target and all enemies nearby it.
Additional Effect: Restores HP of all party members within 30 yalms of target, and grants healing over time
Cure Potency: 8,000
Heal Over Time Potency: 2,000
Duration: 12s

※This action cannot be assigned to a hotbar.",0.0,2.5
39782,PCT,Mog of the Ages,"Render your moogle portrait to life, dealing unaspected damage with a potency of 10,000 to all enemies in a straight line.
Additional Effect: Heavy +75%
Duration: 3s
Can only be cast while under the effect of Moogle Portrait.

※Moogle of the Ages changes to Retribution of the Madeen while under the effect of Madeen Portrait.",0.0,2.5
34689,PCT,Creature Motif,"Paints a creature motif.
This action changes when placed on the hotbar in the order of Pom Motif, Wing Motif, Claw Motif, and Maw Motif/Pom Motif and Wing Motif/Pom Motif and Wing Motif/ when executed in succession.
Cast immediately when used outside of combat.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",3.0,4.0
35348,PCT,Steel Muse,"Render your depiction of a weapon to life.
This action changes to Striking Muse based on your current motif./
Maximum Charges: 2/
Can only be executed in combat and when a Weapon Motif is depicted on the Weapon Canvas.",0.0,60.0
35347,PCT,Living Muse,"Render your depiction of a creature to life.
This action changes to Pom Muse, Winged Muse, Clawed Muse, or Fanged Muse/Pom Muse or Winged Muse/Pom Muse or Winged Muse/ based on your current motif.
Maximum Charges: 3/2/
Can only be executed when a Creature Motif is depicted on the Creature Canvas.",0.0,40.0
34691,PCT,Landscape Motif,"Paints a landscape motif.
This action changes to Starry Sky Motif when placed on the hotbar.
Cast immediately when used outside of combat.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",3.0,4.0
34690,PCT,Weapon Motif,"Paints a weapon motif.
This action changes to Hammer Motif when placed on the hotbar.
Cast immediately when used outside of combat.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",3.0,4.0
39212,PCT,Tempera Grassa,"Ends the effect of Tempera Coat and grants Tempera Grassa to self and nearby party members.
Tempera Grassa Effect: Erects a magicked barrier which nullifies damage equivalent to a heal of 6,000 potency
Duration: 10s
Reduces the recast time of Tempera Coat by 5 seconds when barrier is completely absorbed.
Can only be executed while under the effect of Tempera Coat.

※This action cannot be assigned to a hotbar.",0.0,1.0
34688,PCT,Rainbow Drip,"Deals unaspected damage to all enemies in a straight line before you with a potency of 1,000 for the first enemy, and 85% less for all remaining enemies.
Additional Effect: Grants White Paint
Maximum Stacks: 5
When Rainbow Bright is active, Rainbow Drip can be cast immediately and its recast timer is reduced.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",4.0,6.0
35349,PCT,Scenic Muse,"Render your depiction of a landscape to life.
This action changes to Starry Muse based on your current motif.
Can only be executed in combat and when a Landscape Motif is depicted on the Landscape Canvas.",0.0,120.0
39211,PCT,Tempera Coat,"Grants Tempera Coat.
Tempera Coat Effect: Erects a magicked barrier which nullifies damage equivalent to a heal of 12,000 potency
Duration: 10s
Reduces the recast time of Tempera Coat by 10 seconds when barrier is completely absorbed.

※Tempera Coat changes to Tempera Grassa while under the effect of Tempera Coat.",0.0,25.0
34685,PCT,Tempera Coat,"Creates a barrier around self that absorbs damage totaling 20% of maximum HP.
Duration: 10s
Reduces the recast time of Tempera Coat by 60 seconds when barrier is completely absorbed.",0.0,120.0
39209,PCT,Living Muse,"Render your depiction of a creature to life.
This action changes to Pom Muse, Winged Muse, Clawed Muse, or Fanged Muse based on your current motif.
The recast timer of this action is not affected by status effects.",0.0,20.0
39205,PCT,Pom Muse,"Render a rain of poms, dealing unaspected damage with a potency of 4,000 to target and all enemies nearby it.
Additional Effect: Increases damage dealt and healing potency by 20%
Duration: 10s
Additional Effect: Grants Wing Sketch
Maximum Charges: 2
Can only be cast while under the effect of Pom Motif.

※This action cannot be assigned to a hotbar.",0.0,20.0
39204,PCT,Creature Motif,"Paints a creature motif.
This action changes to Pom Motif, Wing Motif, Claw Motif, or Maw Motif based on your current creature sketch.
The recast timer of this action is not affected by status effects.",3.0,4.0
39203,PCT,Maw Motif,"Paints a maw, granting Maw Motif.
Can only be cast while under the effect of Maw Sketch.
The recast timer of this action is not affected by status effects.

※This action cannot be assigned to a hotbar.",3.0,4.0
39202,PCT,Claw Motif,"Paints a claw, granting Claw Motif.
Can only be cast while under the effect of Claw Sketch.
The recast timer of this action is not affected by status effects.

※This action cannot be assigned to a hotbar.",3.0,4.0
39201,PCT,Wing Motif,"Paints a pair of wings, granting Wing Motif.
Can only be cast while under the effect of Wing Sketch.
The recast timer of this action is not affected by status effects.

※This action cannot be assigned to a hotbar.",3.0,4.0
39200,PCT,Pom Motif,"Paints a pom, granting Pom Motif.
Can only be cast while under the effect of Pom Sketch.
The recast timer of this action is not affected by status effects.

※This action cannot be assigned to a hotbar.",3.0,4.0
39199,PCT,Comet in Black,"Deals unaspected damage with a potency of 12,000 to target and all enemies nearby it.
Maximum Charges: 2
Can only be cast while under the effect Subtractive Palette.
Shares a recast timer with Holy in White.

※This action cannot be assigned to a hotbar.",0.0,15.0
39198,PCT,Holy in White,"Deals unaspected damage with a potency of 8,000 to target and all enemies nearby it.
Additional Effect: Restores own HP
Cure Potency: 8,000
Maximum Charges: 2
Cannot be cast while under the effect of Subtractive Palette.
Shares a recast timer with Comet in Black.

※Holy in White changes to Comet in Black while under the effect of Subtractive Palette.",0.0,15.0
39196,PCT,Thunder in Magenta,"Delivers lightning damage with a potency of 8,000.
Can only be cast while under the effect of Subtractive Palette and Aetherhues II.

※This action cannot be assigned to a hotbar.",2.3,3.3
39195,PCT,Stone in Yellow,"Delivers earth damage with a potency of 7,000.
Additional Effect: Grants Aetherhues II
Duration: 15s
Can only be cast while under the effect of Subtractive Palette and Aetherhues.

※This action cannot be assigned to a hotbar.",2.3,3.3
34686,PCT,Tempera Grassa,"Removes Tempera Coat to create a barrier around self and all nearby party members that absorbs damage totaling 10% of maximum HP.
Duration: 10s
Reduces the recast time of Tempera Coat by 30 seconds when barrier is completely absorbed.
Can only be executed when under the effect of Tempera Coat.",0.0,1.0
39193,PCT,Water in Blue,"Delivers water damage with a potency of 5,000.
Can only be cast while under the effect of Aetherhues II.

※This action cannot be assigned to a hotbar.",0.0,2.5
39192,PCT,Aero in Green,"Delivers wind damage with a potency of 4,000.
Additional Effect: Grants Aetherhues II
Duration: 15s
Can only be cast while under the effect of Aetherhues.

※This action cannot be assigned to a hotbar.",0.0,2.5
39191,PCT,Fire in Red,"Delivers fire damage with a potency of 3,000.
Additional Effect: Grants Aetherhues
Duration: 15s
Cannot be cast while under the effect of Subtractive Palette.

※Fire in Red changes to Aero in Green while under the effect of Aetherhues.
※Fire in Red changes to Water in Blue while under the effect of Aetherhues II.
※Fire in Red changes to Blizzard in Cyan while under the effect of Subtractive Palette.
※Fire in Red changes to Stone in Yellow while under the effect of Subtractive Palette and Aetherhues.
※Fire in Red changes to Thunder in Magenta while under the effect of Subtractive Palette and Aetherhues II.",0.0,2.5
39208,PCT,Fanged Muse,"Render a set of ferocious fangs, dealing unaspected damage with a potency of 8,000 to target and all enemies nearby it.
Additional Effect: Damage over time
Potency: 4,000
Duration: 12s
Additional Effect: Grants Madeen Portrait
Additional Effect: Grants Pom Sketch
Maximum Charges: 2
Can only be cast while under the effect of Maw Motif.

※This action cannot be assigned to a hotbar.",0.0,20.0
39210,PCT,Smudge,"Quickly dash 15 yalms forward.
Additional Effect: Increases movement speed
Duration: 5s
Cannot be executed while bound.",0.0,15.0
39194,PCT,Blizzard in Cyan,"Delivers ice damage with a potency of 6,000.
Additional Effect: Grants Aetherhues
Duration: 15s
Can only be cast while under the effect of Subtractive Palette.

※This action cannot be assigned to a hotbar.",2.3,3.3
34683,PCT,Subtractive Palette,"Grants 3 stacks of Subtractive Palette. Additional Effect: Grants Monochrome Tones
Monochrome Tones Effect: Converts one stack of White Paint into Black Paint Cannot be cast while under the effect of Subtractive Palette.
Palette Gauge Cost: 50",0.0,1.0
39206,PCT,Winged Muse,"Render a pair of windborne wings, dealing unaspected damage with a potency of 6,000 to target and all enemies nearby it.
Additional Effect: Reduces spell cast time and recast time by 20%, while also increasing movement speed by 25%
Duration: 10s
Additional Effect: Grants Moogle Portrait
Additional Effect: Grants Claw Sketch
Maximum Charges: 2
Can only be cast while under the effect of Wing Motif.

※This action cannot be assigned to a hotbar.",0.0,20.0
34667,PCT,Maw Motif,"Paints a set of fangs.
Cast immediately when used outside of combat.
The Creature Canvas must be empty to execute this action.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Creature Motif changes to Maw Motif when requirements for execution are met.",3.0,4.0
34666,PCT,Claw Motif,"Paints a claw.
Cast immediately when used outside of combat.
The Creature Canvas must be empty to execute this action.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Creature Motif changes to Claw Motif when requirements for execution are met.",3.0,4.0
34665,PCT,Wing Motif,"Paints a pair of wings.
Cast immediately when used outside of combat.
The Creature Canvas must be empty to execute this action.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Creature Motif changes to Wing Motif when requirements for execution are met.",3.0,4.0
34664,PCT,Pom Motif,"Paints a pom.
Cast immediately when used outside of combat.
The Creature Canvas must be empty to execute this action.
This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.

※This action cannot be assigned to a hotbar.
※Creature Motif changes to Pom Motif when requirements for execution are met.",3.0,4.0
34663,PCT,Comet in Black,"Deals unaspected damage to target and all enemies nearby it with a potency of 880/780/ for the first enemy, and 60% less for all remaining enemies.
Can only be executed while under the effect of Black Paint and Monochrome Tones.
Black Paint Cost: 1 Consumes a stack of Hyperphantasia if available upon execution. This action does not share a recast timer with any other actions. Upon execution, the recast timer for this action will be applied to all other weaponskills and magic actions.",0.0,3.3
